,minutes,min_per_fga,min_per_fg3a,min_per_fta,min_per_orb,min_per_drb,min_per_ast,min_per_stl,min_per_blk,min_per_tov,min_per_pf
16726,19.083333333333332,4.770833333333333,9.541666666666666,9.541666666666666,21.547685185185188,19.083333333333332,19.083333333333332,20.534424603174607,28.047916666666666,19.083333333333332,13.902390046296295
16727,10.266666666666667,3.4222222222222225,5.133333333333334,10.376666666666669,8.780341880341881,3.4222222222222225,11.476697530864195,10.266666666666667,10.266666666666667,10.503846153846153,5.133333333333334
16729,27.283333333333335,3.0314814814814817,3.897619047619048,12.847702191987905,20.491666666666667,6.820833333333334,9.094444444444445,24.819791666666664,27.283333333333335,22.156666666666666,9.094444444444445
16730,26.15,1.8678571428571427,8.716666666666667,2.6149999999999998,26.033333333333342,5.2299999999999995,8.716666666666667,13.075,27.23253968253968,13.075,21.236376262626262
16731,24.2,2.0166666666666666,3.025,24.2,26.821759259259252,4.033333333333333,6.05,24.2,24.2,8.066666666666666,12.1
16732,21.85,1.8208333333333335,5.4625,11.645550569406957,24.701904761904764,5.4625,10.925,7.283333333333334,28.451704545454547,21.85,10.925
16733,16.833333333333332,4.208333333333333,22.4,7.601449013949013,9.01378190847489,4.208333333333333,4.208333333333333,16.833333333333332,8.416666666666666,15.873160660660657,4.208333333333333
16734,24.516666666666666,3.5023809523809524,12.258333333333333,24.516666666666666,5.45,6.129166666666666,24.516666666666666,24.516666666666666,24.516666666666666,12.258333333333333,12.258333333333333
16735,24.216666666666665,3.4595238095238092,4.843333333333333,12.108333333333333,6.054166666666666,8.072222222222221,8.072222222222221,16.786979166666665,21.419907407407408,18.67295751633987,12.108333333333333
16736,22.083333333333332,3.6805555555555554,22.083333333333332,8.988888888888889,11.041666666666666,11.041666666666666,7.361111111111111,22.083333333333332,14.133333333333335,16.228431372549014,22.083333333333332
16737,20.5,2.05,26.494791666666664,5.125,6.833333333333333,3.4166666666666665,6.833333333333333,24.46867816091954,20.5,20.5,20.5
16738,12.0,6.0,10.512962962962964,12.681944444444445,11.808333333333334,6.0,12.0,12.0,11.002083333333331,11.202160493827158,12.0
16739,10.666666666666666,2.6666666666666665,4.1,3.466666666666667,10.666666666666666,10.666666666666666,10.666666666666666,2.3041666666666667,22.04508051753989,10.666666666666666,5.36388888888889
16740,9.7,1.6166666666666665,1.6166666666666665,4.85,18.78718766548595,9.7,10.4,9.7,7.25,9.7,3.233333333333333
16742,28.45,2.5863636363636364,7.1125,16.782567049808428,27.897354497354502,22.532458628841606,4.741666666666666,28.45,36.670833333333334,14.225,14.225
16743,27.85,2.1423076923076922,6.9625,6.9625,27.85,27.85,9.283333333333333,27.85,29.979166666666668,13.925,6.9625
16744,25.766666666666666,3.220833333333333,3.6809523809523808,12.883333333333333,25.766666666666666,3.220833333333333,12.883333333333333,25.766666666666666,29.060555555555556,25.766666666666666,12.883333333333333
16745,24.983333333333334,3.122916666666667,8.327777777777778,12.491666666666667,24.983333333333334,8.327777777777778,24.983333333333334,24.983333333333334,28.894791666666663,12.491666666666667,12.491666666666667
16746,27.583333333333332,1.9702380952380951,9.194444444444445,27.583333333333332,13.791666666666666,13.791666666666666,9.194444444444445,27.583333333333332,19.678030303030305,13.399883855981418,13.791666666666666
16747,21.266666666666666,2.3629629629629627,7.088888888888889,10.633333333333333,21.266666666666666,7.936358024691357,19.35694444444444,21.266666666666666,19.816666666666666,21.266666666666666,10.633333333333333
16748,20.3,3.3833333333333333,6.766666666666667,10.732809829059828,20.3,6.766666666666667,14.211477119216484,18.10355902777778,24.569907407407406,10.15,16.845870370370367
16749,19.016666666666666,3.1694444444444443,9.508333333333333,9.508333333333333,9.508333333333333,4.754166666666666,9.508333333333333,27.236666666666675,24.826579861111117,19.016666666666666,19.016666666666666
16750,8.433333333333334,8.433333333333334,10.232268518518518,8.437565359477123,12.998333333333335,9.251666666666669,4.216666666666667,8.433333333333334,15.076190476190476,11.990138888888891,8.433333333333334
16752,3.6833333333333336,6.920000000000001,8.55,5.416666666666667,8.508333333333333,3.6833333333333336,15.108333333333334,7.191666666666666,10.486111111111112,7.627777777777777,8.444444444444446
16753,38.03333333333333,2.5355555555555553,2.5355555555555553,38.03333333333333,25.91041666666667,6.338888888888889,12.677777777777777,38.03333333333333,29.686111111111114,38.03333333333333,9.508333333333333
16754,35.11666666666667,2.5083333333333333,36.32435897435898,17.558333333333334,7.023333333333333,5.016666666666667,5.016666666666667,21.8213603988604,11.705555555555556,11.705555555555556,8.779166666666667
16755,27.35,1.5194444444444446,4.558333333333334,13.839097222222222,28.648437499999996,14.256328643578644,6.8375,25.239692982456145,28.86969696969697,27.35,27.35
